,Age PC1,Age PC2
0,-2.6716043227926853,0.024402016945020557
1,2.973376663704604,-1.093413914565142
2,-0.13317425931916577,0.0224382963222058
3,1.2244954370684125,0.1760721936607776
4,2.1920296515669606,0.034547323859481054
5,-0.7379674054340252,0.08251987811025698
6,1.9987115003479519,-0.2419639307229053
7,-1.9335113618688133,-0.3219985046677775
8,0.52251644510665,0.25713131761557295
9,-1.1541502359819045,0.06281258563747656
10,-2.2897746931506493,0.35043257543843936
11,1.200567590334245,-0.034331023386962235
12,1.897434045203385,0.08606472765375053
13,0.646557834031217,0.24272127441803276
14,-0.9019628531649566,0.19309540151557383
15,-0.3921910058362901,0.017883002435314415
16,-0.4083225979708192,-0.13432490568512126
17,-0.046725290882379006,0.40244422878818004
18,1.3865084583373726,0.11532430177794296
19,2.041538724337453,0.930449282436706
20,2.7796623136714804,-0.12089449116037089
21,-1.7204254228819287,-0.6439165673213728
22,2.1967988075215197,-0.713018097967648
23,-1.6420062770040083,-0.7906438672350107
24,1.9415027977127657,0.5194167148644037
25,1.5511171225388625,-0.21110923918318553
26,-2.3549030540384575,0.412515911746514
27,1.809491958909212,-0.03886054518152936
28,2.0487845135272407,0.10832206398417596
29,-0.6565360853082066,0.6249919036753678
30,2.104660274678171,-0.3341762704273221
31,0.23167261898630173,0.6393822798197856
32,-2.2972859818861386,0.5899128214494636
33,-2.677731948732742,0.30518551599333915
34,1.3596432170138095,0.4574967162388525
35,-1.9179285602103102,0.13829484048023127
36,1.2112996499263653,0.19881326644100278
37,-2.032218150697868,0.4341820366999207
38,1.732806650379328,0.27323578998055387
39,-1.082387894293983,0.5825416818592685
40,1.9923520154820282,0.10527436957079227
41,-0.4386842868465396,-1.4668142229853987
42,0.5245348625325126,0.4955950528350335
43,-0.1820755222009996,-0.78451986771612
44,1.8747477269890966,-0.8633997153429473
45,-1.096159692249302,0.21178665693533824
46,-1.3535196987440936,-1.0679618352325895
47,1.7106667929095811,-0.45997097776941304
48,-0.34400895345883753,-0.3119192376776571
49,-2.073922637868505,0.23274689847399996
50,-0.7049385876028962,-1.6295519522356112
51,1.95827978159449,0.7087427376721355
52,-1.4043029144903574,-0.6215165182106243
53,1.4014377739405182,-0.06451197771149914
54,0.6046315501282962,1.2137194769064386
55,-2.2711492705020047,0.21555639534984022
56,-0.9057513258472037,-0.6727985767466432
57,-0.23195410473852315,-0.5346246827557412
58,0.25770180141349913,-0.032856522105923894
59,-2.8541649117971164,0.3634204073503546
60,1.3986620591913543,-0.5319563191065715
61,1.1610950272285423,0.7299714693235224
62,-2.4952253094108507,-0.14441349854566324
63,-0.10307959174296465,-0.4351217792712625
64,-0.70634538744998,-1.3611862787382947
65,-1.49914462372505,2.1442111909422104
66,1.3613775198474103,-0.8829915092878228
67,1.313570413339046,0.08497852839992642
68,-2.1083018854030184,-0.4258261837698597
69,-0.15386262619071892,0.4340134566792997
70,1.9881966020527937,0.27905083811248815
71,1.3028362682384875,0.832254894711731
72,1.2450662353136763,0.5800669608994269
73,-1.2956959302860596,-0.7979403543940686
74,-2.5971628766761117,0.1315856685405952
75,-1.127027958823923,0.029774055621492053
76,1.1109844742932793,0.11377478102918602
77,0.9870506708210527,0.16613827912746504
78,0.04121332768915082,0.30389033517283903
79,-0.7797781279945659,-0.6318242245542157
80,-0.8944420432919339,-0.5662257841444328
81,0.05199965910268834,0.19922371854606996
82,-1.4931001212307318,0.18721991397276055
83,-0.8216701229518556,-0.10014573278681965
84,-0.3513049240313371,1.0211030725729706
