,Disease PC1,Disease PC2
0,2.8777532159267882,0.11539491870562937
1,-1.037059531312788,-0.25151034741958334
2,1.2421374919717048,0.164080920513301
3,-2.7368240302145694,0.34492807798982716
4,-1.2738271934535386,-0.08057914140331755
5,0.725044905184845,-0.3099701193355295
6,-1.7366638940859893,0.3908752621619098
7,1.5999421260975608,1.0575596846685011
8,1.285221064426115,-0.4461545716348864
9,-0.5459322530774658,0.768363680814204
10,2.3759509434690567,0.1791166294245446
11,-3.165307985298701,0.2718733393853841
12,-2.2593738511299737,0.21019974176216802
13,-0.7302669571134557,0.5267333514744211
14,1.3584118340773577,-0.14395533378253664
15,-0.7379643865862365,0.3141634217288323
16,-1.3782608990742058,0.4944075000358718
17,-0.5587241283822499,0.5310427114360617
18,-1.1891386566827806,0.46411395458692883
19,0.2242617115253836,-0.7043059066913282
20,-1.3599295977796968,-0.029688514500836812
21,1.387003927462188,0.4721872465227495
22,-1.5201530322937962,-0.2996257024862471
23,2.3932348111074466,1.234078301027674
24,-1.9422965149890699,-0.10144148365557361
25,-0.3111625769234973,-1.7863408807641254
26,1.5265888441021571,-0.04147890695293228
27,-2.2768968933928546,-0.759628204033506
28,-1.3045693933213411,-0.23397274467483709
29,0.6586080237732703,0.7672696101457408
30,-2.3152515830292972,0.47980863569767424
31,1.2534607828912325,-0.46059226451697505
32,0.8943799034012331,0.42171077467807755
33,1.5728877024641121,-0.687293295148511
34,-1.1832674596222772,0.4312043736119208
35,-0.2659776878292058,0.5653415864890369
36,0.9852122568455558,-1.1054617399214273
37,0.8576928761264161,-0.7747561779931645
38,1.2419724719939873,-1.2062317065773147
39,2.1797238986405914,1.337709309005885
40,-1.9449109423682869,-0.3832654713290054
41,-0.12003884169148658,1.2957852416268072
42,-2.3222561619534834,-0.6126369725586558
43,-1.7253800939228785,1.216753799124844
44,-1.3004289648623686,0.33235854749231986
45,-0.6970661160269603,-0.2356685981137664
46,0.39692924425867715,0.7890341842441598
47,-2.2506784650064957,0.4251196685201215
48,1.105261609304055,-1.1953891638922982
49,0.33788698175001763,0.16033442464873976
50,1.0334565389873778,1.2820770569870847
51,0.7220492599531463,-1.4234517914283926
52,0.22683967560475488,0.3997847714068151
53,0.2800476528975215,0.1478087160341633
54,1.3956486367182852,-1.216563809730696
55,1.29868594128891,-0.5859757432134366
56,-0.9194708270518243,-1.0781616668612097
57,-0.4873953451152259,0.5483295097137881
58,1.3368251190211964,-0.20276506061208602
59,2.3394518036241068,-0.4758211363620357
60,-1.49302000697899,0.26688188698789106
61,1.147094245801237,-0.7070161601990226
62,1.8120150796660557,0.059507022668852
63,0.5520858305906663,-0.7854533754708712
64,-0.13437661613377302,-0.23728562767989025
65,1.645137404714084,1.2159033323393058
66,-2.250991669826694,-0.5342318768475327
67,-2.7292254874537165,-0.3022867809563202
68,2.4822324839518353,0.2749524722543227
69,-1.2704517963876012,-0.11054030787849692
70,-1.2305804644253577,-0.9868176089460882
71,1.0250620619748843,-1.2720264616717474
72,1.1422626794498347,-0.9607005675798226
73,1.1761386272873195,1.7868970277293925
74,1.5266389487288676,0.022875198315626448
75,-0.6880151653005239,0.945244394878718
76,1.1876931906131776,-0.4881114721014942
77,-2.421531163432751,-0.6301113584669243
78,0.9486426311130476,-0.20167969343252481
79,0.44378647561353335,0.7671783707270009
80,0.209406852917186,1.3259846893600273
81,-0.9114322088813346,-0.6249095076382565
82,1.3349253696162697,-0.07378374834604536
83,-0.5464742989708121,0.35419960672623324
84,1.5268800044505058,-0.41153195084330607
