,Prosperity PC1,Prosperity PC2
0,-3.8170197522946094,0.04688290735116679
1,1.7417161220653472,-0.8205147022192048
2,-0.6943097660634457,0.0973930860560504
3,3.0426793029044217,0.757501983123055
4,1.609003316947407,0.8413221795730272
5,-0.9087777552693084,0.5760238737522575
6,2.651762778490513,-0.796605869815176
7,-2.575335525004309,0.07736413698292631
8,-0.22439152534508602,1.0695443990992175
9,-1.1767589905617886,-0.25262071659415547
10,-3.8400644444575813,0.33133864461983703
11,2.5911962231923953,0.9416267334791578
12,2.3412471607465624,0.2979037828524399
13,0.6281857635288258,-1.3853640793892534
14,-2.7942205280787356,-0.06634359930231826
15,-0.7833537452962348,-1.6362270504697756
16,0.5179075463860705,-0.17380353555458974
17,0.4606194653301318,-0.2604452587603169
18,2.1452743095969176,1.7393179988602498
19,1.6555906597793233,0.4714722204817521
20,2.449150572620039,0.6440605822414359
21,-2.7666762313355977,-2.35735045727106
22,2.7555667050677743,0.2593942275355325
23,-2.017869203275676,-0.1423606611112591
24,1.510536230164196,-0.6279268974699553
25,1.5186748002996258,0.5852531992043053
26,-3.719751995835703,-0.053729443008084965
27,2.577413095234815,-0.23964365881567462
28,1.8195297861239965,-0.16918758067067294
29,-0.5641118877928137,-1.2256594750410876
30,2.1189173598345024,-0.13493010077186135
31,-0.7853459378092907,-0.10073910192212414
32,-1.8089110299633255,0.6843375865900128
33,-3.247741065002451,0.556839361826561
34,1.2041770749669185,-0.31969576228953994
35,-1.5972543539391155,0.2551761861203821
36,0.764101596236152,1.1658616379056328
37,-3.007780166949787,-0.0909918262869257
38,1.2050057722538392,0.7275775201914177
39,-2.5707864518132877,0.10622720894179764
40,2.2926944954300628,1.0657522183126735
41,-0.4946126883906404,-0.7822522286768313
42,2.760920843168514,-1.171256264540823
43,2.076013209341714,-1.042113771521566
44,1.794788323274617,0.8059523234861263
45,-0.5721571225373713,0.9122112061705899
46,-0.2544631839427157,-1.20264570681255
47,2.388918837988717,-0.7599849839511965
48,-0.03255034981174653,0.7477324140986481
49,-2.978535691459164,-0.0661707212868835
50,1.4111292516392568,-1.4740569897137978
51,1.1376939839381381,0.5529868271984051
52,-1.6949246770164241,-0.5843973211107255
53,3.550454538880845,-1.4648414959065208
54,-0.7897712522829827,1.6313555832618336
55,-3.4981656505750873,-0.05288109357040796
56,-1.4017959632014358,-0.5449878852168146
57,-0.10080068276903953,-0.8495813122420525
58,-0.40838331718475596,0.6054374593017067
59,-3.4012285682676784,0.20173382918850732
60,1.9167278065480724,-0.5144645101977476
61,0.9541325806288867,0.9121818735615181
62,-2.5354766264583546,0.25522498112024344
63,-0.5597938875641033,0.9802339208924201
64,0.5558827801073196,0.0964923615748535
65,-2.7142401803452296,0.14963992491496866
66,2.8746175924883914,-0.0982888802896565
67,2.595599717957794,0.7153916632066014
68,-3.2439987832383537,-0.11983798167598021
69,0.005271584925532239,0.0975876437017489
70,1.0301616056453078,0.4561384250060343
71,-0.0021758062737322827,0.47541758294293124
72,0.3719653376945855,-0.28190593358810817
73,1.1775201973122382,-0.4184822252060442
74,-2.719428947657798,0.09698376096708371
75,-0.20313275860168445,-0.43999127636644664
76,-0.016835047844236863,0.6996477989822062
77,2.5184266814794145,-0.45791468422349113
78,0.22301904892068355,1.6350660727105213
79,-0.7203137403683388,0.17153183546618989
80,-0.2508947680299934,-0.8657148242536842
81,1.1530883200107116,-0.9800725862209237
82,-1.5765823417494051,0.6399153643001623
83,-0.2538306762491046,-1.6968214059307691
84,-0.7727293112430592,0.5857693321118671
